cod_departamento, cod_municipio, nombre_departamento, nombre_municipio
05, 05660, Antioquia, SAN LUIS
05, 05664, Antioquia, SAN PEDRO DE LOS MILAGROS
05, 05665, Antioquia, SAN PEDRO DE URABÁ
05, 05667, Antioquia, SAN RAFAEL
05, 05670, Antioquia, SAN ROQUE
05, 05674, Antioquia, SAN VICENTE FERRER
05, 05679, Antioquia, SANTA BÁRBARA
05, 05686, Antioquia, SANTA ROSA DE OSOS
05, 05690, Antioquia, SANTO DOMINGO
05, 05697, Antioquia, EL SANTUARIO
05, 05736, Antioquia, SEGOVIA
05, 05756, Antioquia, SONSÓN
05, 05761, Antioquia, SOPETRÁN
05, 05789, Antioquia, TÁMESIS
05, 05790, Antioquia, TARAZÁ
05, 05792, Antioquia, TARSO
05, 05809, Antioquia, TITIRIBÍ
05, 05819, Antioquia, TOLEDO
05, 05837, Antioquia, TURBO
05, 05842, Antioquia, URAMITA
05, 05847, Antioquia, URRAO
05, 05854, Antioquia, VALDIVIA
05, 05856, Antioquia, VALPARAÍSO
05, 05858, Antioquia, VEGACHÍ
05, 05861, Antioquia, VENECIA
05, 05873, Antioquia, VIGÍA DEL FUERTE
05, 05885, Antioquia, YALÍ
05, 05887, Antioquia, YARUMAL
05, 05890, Antioquia, YOLOMBÓ
05, 05893, Antioquia, YONDÓ
05, 05895, Antioquia, ZARAGOZA
05, 05861, Antioquía, VENECIA
81, 81001, Arauca, ARAUCA
81, 81065, Arauca, ARAUQUITA
81, 81220, Arauca, CRAVO NORTE
81, 81300, Arauca, FORTUL
81, 81591, Arauca, PUERTO RONDÓN
81, 81736, Arauca, SARAVENA
81, 81794, Arauca, TAME
08, 08001, Atlántico, BARRANQUILLA
08, 08078, Atlántico, BARANOA
08, 08137, Atlántico, CAMPO DE LA CRUZ
08, 08141, Atlántico, CANDELARIA
08, 08296, Atlántico, GALAPA
08, 08372, Atlántico, JUAN DE ACOSTA
08, 08421, Atlántico, LURUACO
08, 08433, Atlántico, MALAMBO
08, 08436, Atlántico, MANATÍ
08, 08520, Atlántico, PALMAR DE VARELA
08, 08549, Atlántico, PIOJÓ
08, 08558, Atlántico, POLONUEVO
08, 08560, Atlántico, PONEDERA
08, 08573, Atlántico, PUERTO COLOMBIA
08, 08606, Atlántico, REPELÓN
08, 08634, Atlántico, SABANAGRANDE
08, 08638, Atlántico, SABANALARGA
08, 08675, Atlántico, SANTA LUCÍA
08, 08685, Atlántico, SANTO TOMÁS
08, 08758, Atlántico, SOLEDAD
08, 08770, Atlántico, SUAN
08, 08832, Atlántico, TUBARÁ
08, 08849, Atlántico, USIACURÍ
11, 11001, Bogota, BOGOTA
13, 13001, Bolívar, CARTAGENA DE INDIAS
13, 13006, Bolívar, ACHÍ
13, 13030, Bolívar, ALTOS DEL ROSARIO
13, 13042, Bolívar, ARENAL
13, 13052, Bolívar, ARJONA
13, 13062, Bolívar, ARROYOHONDO
13, 13074, Bolívar, BARRANCO DE LOBA
13, 13140, Bolívar, CALAMAR
13, 13160, Bolívar, CANTAGALLO
13, 13188, Bolívar, CICUCO
13, 13212, Bolívar, CÓRDOBA
13, 13222, Bolívar, CLEMENCIA
13, 13244, Bolívar, EL CARMEN DE BOLÍVAR
13, 13248, Bolívar, EL GUAMO
13, 13268, Bolívar, EL PEÑÓN
13, 13300, Bolívar, HATILLO DE LOBA
13, 13430, Bolívar, MAGANGUÉ
13, 13433, Bolívar, MAHATES
13, 13440, Bolívar, MARGARITA
13, 13442, Bolívar, MARÍA LA BAJA
13, 13458, Bolívar, MONTECRISTO
13, 13468, Bolívar, MOMPÓS
13, 13473, Bolívar, MORALES
13, 13490, Bolívar, NOROSÍ
13, 13549, Bolívar, PINILLOS
13, 13580, Bolívar, REGIDOR
13, 13600, Bolívar, RÍO VIEJO
13, 13620, Bolívar, SAN CRISTÓBAL
13, 13647, Bolívar, SAN ESTANISLAO
13, 13650, Bolívar, SAN FERNANDO
13, 13654, Bolívar, SAN JACINTO
13, 13655, Bolívar, SAN JACINTO DEL CAUCA
13, 13657, Bolívar, SAN JUAN NEPOMUCENO
13, 13667, Bolívar, SAN MARTÍN DE LOBA
13, 13670, Bolívar, SAN PABLO SUR
13, 13673, Bolívar, SANTA CATALINA
13, 13683, Bolívar, SANTA ROSA DE LIMA
13, 13688, Bolívar, SANTA ROSA DEL SUR
13, 13744, Bolívar, SIMITÍ
13, 13760, Bolívar, SOPLAVIENTO
13, 13780, Bolívar, TALAIGUA NUEVO
13, 13810, Bolívar, TIQUISIO
13, 13836, Bolívar, TURBACO
13, 13838, Bolívar, TURBANÁ
13, 13873, Bolívar, VILLANUEVA
13, 13894, Bolívar, ZAMBRANO
15, 15001, Boyacá, TUNJA
15, 15022, Boyacá, ALMEIDA
15, 15047, Boyacá, AQUITANIA
15, 15051, Boyacá, ARCABUCO
15, 15087, Boyacá, BELÉN
15, 15090, Boyacá, BERBEO
15, 15092, Boyacá, BETÉITIVA
15, 15097, Boyacá, BOAVITA
15, 15104, Boyacá, BOYACÁ
15, 15106, Boyacá, BRICEÑO
15, 15109, Boyacá, BUENAVISTA
15, 15114, Boyacá, BUSBANZÁ
15, 15131, Boyacá, CALDAS
15, 15135, Boyacá, CAMPOHERMOSO
15, 15162, Boyacá, CERINZA
15, 15172, Boyacá, CHINAVITA
15, 15176, Boyacá, CHIQUINQUIRÁ
15, 15180, Boyacá, CHISCAS
15, 15183, Boyacá, CHITA
15, 15185, Boyacá, CHITARAQUE
15, 15187, Boyacá, CHIVATÁ
15, 15189, Boyacá, CIÉNEGA
15, 15204, Boyacá, CÓMBITA
15, 15212, Boyacá, COPER
15, 15215, Boyacá, CORRALES
15, 15218, Boyacá, COVARACHÍA
15, 15223, Boyacá, CUBARÁ
15, 15224, Boyacá, CUCAITA
15, 15226, Boyacá, CUÍTIVA
15, 15232, Boyacá, CHÍQUIZA
15, 15236, Boyacá, CHIVOR
15, 15238, Boyacá, DUITAMA
15, 15244, Boyacá, EL COCUY
15, 15248, Boyacá, EL ESPINO
15, 15272, Boyacá, FIRAVITOBA
15, 15276, Boyacá, FLORESTA
15, 15293, Boyacá, GACHANTIVÁ
15, 15296, Boyacá, GÁMEZA
15, 15299, Boyacá, GARAGOA
15, 15317, Boyacá, GUACAMAYAS
15, 15322, Boyacá, GUATEQUE
15, 15325, Boyacá, GUAYATÁ
15, 15332, Boyacá, GÜICÁN DE LA SIERRA
15, 15362, Boyacá, IZA
15, 15367, Boyacá, JENESANO
15, 15368, Boyacá, JERICÓ
15, 15377, Boyacá, LABRANZAGRANDE
15, 15380, Boyacá, LA CAPILLA
15, 15401, Boyacá, LA VICTORIA
15, 15403, Boyacá, LA UVITA
15, 15407, Boyacá, VILLA DE LEYVA
15, 15425, Boyacá, MACANAL
15, 15442, Boyacá, MARIPÍ
15, 15455, Boyacá, MIRAFLORES
15, 15464, Boyacá, MONGUA
15, 15466, Boyacá, MONGUÍ
15, 15469, Boyacá, MONIQUIRÁ
15, 15476, Boyacá, MOTAVITA
15, 15480, Boyacá, MUZO
15, 15491, Boyacá, NOBSA
15, 15494, Boyacá, NUEVO COLÓN
15, 15500, Boyacá, OICATÁ
15, 15507, Boyacá, OTANCHE
15, 15511, Boyacá, PACHAVITA
15, 15514, Boyacá, PÁEZ
15, 15516, Boyacá, PAIPA
15, 15518, Boyacá, PAJARITO
15, 15522, Boyacá, PANQUEBA
15, 15531, Boyacá, PAUNA
15, 15533, Boyacá, PAYA
15, 15537, Boyacá, PAZ DE RÍO
15, 15542, Boyacá, PESCA
15, 15550, Boyacá, PISBA
15, 15572, Boyacá, PUERTO BOYACÁ
15, 15580, Boyacá, QUÍPAMA
15, 15599, Boyacá, RAMIRIQUÍ
15, 15600, Boyacá, RÁQUIRA
15, 15621, Boyacá, RONDÓN
15, 15632, Boyacá, SABOYÁ
15, 15638, Boyacá, SÁCHICA
15, 15646, Boyacá, SAMACÁ
15, 15660, Boyacá, SAN EDUARDO
15, 15664, Boyacá, SAN JOSÉ DE PARE
15, 15667, Boyacá, SAN LUIS DE GACENO
15, 15673, Boyacá, SAN MATEO
15, 15676, Boyacá, SAN MIGUEL DE SEMA
15, 15681, Boyacá, SAN PABLO DE BORBUR
15, 15686, Boyacá, SANTANA
15, 15690, Boyacá, SANTA MARÍA
15, 15693, Boyacá, SANTA ROSA DE VITERBO
15, 15696, Boyacá, SANTA SOFÍA
15, 15720, Boyacá, SATIVANORTE
15, 15723, Boyacá, SATIVASUR
15, 15740, Boyacá, SIACHOQUE
15, 15753, Boyacá, SOATÁ
15, 15755, Boyacá, SOCOTÁ
15, 15757, Boyacá, SOCHA
15, 15759, Boyacá, SOGAMOSO
15, 15761, Boyacá, SOMONDOCO
15, 15762, Boyacá, SORA
15, 15763, Boyacá, SOTAQUIRÁ
15, 15764, Boyacá, SORACÁ
15, 15774, Boyacá, SUSACÓN
15, 15776, Boyacá, SUTAMARCHÁN
15, 15778, Boyacá, SUTATENZA
15, 15790, Boyacá, TASCO
15, 15798, Boyacá, TENZA
15, 15804, Boyacá, TIBANÁ
15, 15806, Boyacá, TIBASOSA
15, 15808, Boyacá, TINJACÁ
15, 15810, Boyacá, TIPACOQUE
15, 15814, Boyacá, TOCA
15, 15816, Boyacá, TOGÜÍ
15, 15820, Boyacá, TÓPAGA
15, 15822, Boyacá, TOTA
15, 15832, Boyacá, TUNUNGUÁ
15, 15835, Boyacá, TURMEQUÉ
15, 15837, Boyacá, TUTA
15, 15839, Boyacá, TUTAZÁ
15, 15842, Boyacá, ÚMBITA
15, 15861, Boyacá, VENTAQUEMADA
15, 15879, Boyacá, VIRACACHÁ
15, 15897, Boyacá, ZETAQUIRA
17, 17001, Caldas, MANIZALES
17, 17013, Caldas, AGUADAS
17, 17042, Caldas, ANSERMA
17, 17050, Caldas, ARANZAZU
17, 17088, Caldas, BELALCÁZAR
17, 17174, Caldas, CHINCHINÁ
17, 17272, Caldas, FILADELFIA
17, 17380, Caldas, LA DORADA
17, 17388, Caldas, LA MERCED
17, 17433, Caldas, MANZANARES
17, 17442, Caldas, MARMATO
17, 17444, Caldas, MARQUETALIA
17, 17446, Caldas, MARULANDA
17, 17486, Caldas, NEIRA
17, 17495, Caldas, NORCASIA
17, 17513, Caldas, PÁCORA
17, 17524, Caldas, PALESTINA
17, 17541, Caldas, PENSILVANIA
17, 17614, Caldas, RIOSUCIO
17, 17616, Caldas, RISARALDA
17, 17653, Caldas, SALAMINA
17, 17662, Caldas, SAMANÁ
17, 17665, Caldas, SAN JOSÉ
17, 17777, Caldas, SUPÍA
17, 17867, Caldas, VICTORIA
17, 17873, Caldas, VILLAMARÍA
17, 17877, Caldas, VITERBO
18, 18001, Caquetá, FLORENCIA
18, 18029, Caquetá, ALBANIA
18, 18094, Caquetá, BELÉN DE LOS ANDAQUÍES
18, 18150, Caquetá, CARTAGENA DEL CHAIRÁ
18, 18205, Caquetá, CURILLO
18, 18247, Caquetá, EL DONCELLO
18, 18256, Caquetá, EL PAUJÍL
18, 18410, Caquetá, LA MONTAÑITA
18, 18460, Caquetá, MILÁN
18, 18479, Caquetá, MORELIA
18, 18592, Caquetá, PUERTO RICO
18, 18610, Caquetá, SAN JOSÉ DEL FRAGUA
18, 18753, Caquetá, SAN VICENTE DEL CAGUÁN
18, 18756, Caquetá, SOLANO
18, 18785, Caquetá, SOLITA
18, 18860, Caquetá, VALPARAÍSO
85, 85001, Casanare, YOPAL
85, 85010, Casanare, AGUAZUL
85, 85015, Casanare, CHÁMEZA
85, 85125, Casanare, HATO COROZAL
85, 85136, Casanare, LA SALINA
85, 85139, Casanare, MANÍ
85, 85162, Casanare, MONTERREY
85, 85225, Casanare, NUNCHÍA
85, 85230, Casanare, OROCUÉ
85, 85250, Casanare, PAZ DE ARIPORO
85, 85263, Casanare, PORE
85, 85279, Casanare, RECETOR
85, 85300, Casanare, SABANALARGA
85, 85315, Casanare, SÁCAMA
85, 85325, Casanare, SAN LUIS DE PALENQUE
85, 85400, Casanare, TÁMARA
85, 85410, Casanare, TAURAMENA
85, 85430, Casanare, TRINIDAD
85, 85440, Casanare, VILLANUEVA
19, 19001, Cauca, POPAYÁN
19, 19022, Cauca, ALMAGUER
19, 19050, Cauca, ARGELIA
19, 19075, Cauca, BALBOA
19, 19100, Cauca, BOLÍVAR
19, 19110, Cauca, BUENOS AIRES
19, 19130, Cauca, CAJIBÍO
19, 19137, Cauca, CALDONO
19, 19142, Cauca, CALOTO
19, 19212, Cauca, CORINTO
19, 19256, Cauca, EL TAMBO
19, 19290, Cauca, FLORENCIA
19, 19300, Cauca, GUACHENÉ
19, 19318, Cauca, GUAPÍ
19, 19355, Cauca, INZÁ
19, 19364, Cauca, JAMBALÓ
19, 19392, Cauca, LA SIERRA
19, 19397, Cauca, LA VEGA
19, 19418, Cauca, LÓPEZ DE MICAY
19, 19450, Cauca, MERCADERES
19, 19455, Cauca, MIRANDA
19, 19473, Cauca, MORALES
19, 19513, Cauca, PADILLA
19, 19517, Cauca, PÁEZ - BELALCAZAR
19, 19532, Cauca, PATÍA - EL BORDO
19, 19533, Cauca, PIAMONTE
19, 19548, Cauca, PIENDAMÓ - TUNÍA
19, 19573, Cauca, PUERTO TEJADA
19, 19585, Cauca, PURACÉ - COCONUCO
19, 19622, Cauca, ROSAS
19, 19693, Cauca, SAN SEBASTIÁN
19, 19698, Cauca, SANTANDER DE QUILICHAO
19, 19701, Cauca, SANTA ROSA
19, 19743, Cauca, SILVIA
19, 19760, Cauca, SOTARA
19, 19780, Cauca, SUÁREZ
19, 19785, Cauca, SUCRE
19, 19807, Cauca, TIMBÍO
19, 19809, Cauca, TIMBIQUÍ
19, 19821, Cauca, TORIBÍO
19, 19824, Cauca, TOTORÓ
19, 19845, Cauca, VILLA RICA
20, 20001, Cesar, VALLEDUPAR
20, 20011, Cesar, AGUACHICA
20, 20013, Cesar, AGUSTÍN CODAZZI
20, 20032, Cesar, ASTREA
20, 20045, Cesar, BECERRIL
20, 20060, Cesar, BOSCONIA
20, 20175, Cesar, CHIMICHAGUA
20, 20178, Cesar, CHIRIGUANÁ
20, 20228, Cesar, CURUMANÍ
20, 20238, Cesar, EL COPEY
20, 20250, Cesar, EL PASO
20, 20295, Cesar, GAMARRA
20, 20310, Cesar, GONZÁLEZ
20, 20383, Cesar, LA GLORIA
20, 20400, Cesar, LA JAGUA DE IBIRICO
20, 20443, Cesar, MANAURE BALCÓN DEL CESAR
20, 20517, Cesar, PAILITAS
20, 20550, Cesar, PELAYA
20, 20570, Cesar, PUEBLO BELLO
20, 20614, Cesar, RÍO DE ORO
20, 20621, Cesar, LA PAZ
20, 20710, Cesar, SAN ALBERTO
20, 20750, Cesar, SAN DIEGO
20, 20770, Cesar, SAN MARTÍN
20, 20787, Cesar, TAMALAMEQUE
27, 27001, Chocó, QUIBDÓ
27, 27006, Chocó, ACANDÍ
27, 27025, Chocó, ALTO BAUDÓ (PIE DE PATÓ)
27, 27050, Chocó, ATRATO (YUTO)
27, 27073, Chocó, BAGADÓ
27, 27075, Chocó, BAHÍA SOLANO (MUTIS)
27, 27077, Chocó, BAJO BAUDÓ (PIZARRO)
27, 27099, Chocó, BOJAYÁ (BELLA VISTA)
27, 27135, Chocó, EL CANTÓN DEL SAN PABLO
27, 27150, Chocó, CARMEN DEL DARIÉN
27, 27160, Chocó, CÉRTEGUI
27, 27205, Chocó, CONDOTO
27, 27245, Chocó, EL CARMEN DE ATRATO
27, 27250, Chocó, EL LITORAL DEL SAN JUAN
27, 27361, Chocó, ISTMINA
27, 27372, Chocó, JURADÓ
27, 27413, Chocó, LLORÓ
27, 27425, Chocó, MEDIO ATRATO (BETÉ)
27, 27430, Chocó, MEDIO BAUDÓ
27, 27450, Chocó, MEDIO SAN JUAN (ANDAGOYA)
27, 27491, Chocó, NÓVITA
27, 27495, Chocó, NUQUÍ
27, 27580, Chocó, RÍO IRÓ (SANTA RITA)
27, 27600, Chocó, RÍO QUITO (PAIMADÓ)
27, 27615, Chocó, RIOSUCIO
27, 27660, Chocó, SAN JOSÉ DEL PALMAR
27, 27745, Chocó, SIPÍ
27, 27787, Chocó, TADÓ
27, 27800, Chocó, UNGUÍA
27, 27810, Chocó, UNIÓN PANAMERICANA (LAS ÁNIMAS)
23, 23001, Córdoba, MONTERÍA
23, 23068, Córdoba, AYAPEL
23, 23079, Córdoba, BUENAVISTA
23, 23090, Córdoba, CANALETE
23, 23162, Córdoba, CERETÉ
23, 23168, Córdoba, CHIMÁ
23, 23182, Córdoba, CHINÚ
23, 23189, Córdoba, CIÉNAGA DE ORO
23, 23300, Córdoba, COTORRA
23, 23350, Córdoba, LA APARTADA
23, 23417, Córdoba, LORICA
23, 23419, Córdoba, LOS CÓRDOBAS
23, 23464, Córdoba, MOMIL
23, 23466, Córdoba, MONTELÍBANO
23, 23500, Córdoba, MOÑITOS
23, 23555, Córdoba, PLANETA RICA
23, 23570, Córdoba, PUEBLO NUEVO
23, 23574, Córdoba, PUERTO ESCONDIDO
23, 23580, Córdoba, PUERTO LIBERTADOR
23, 23586, Córdoba, PURÍSIMA DE LA CONCEPCIÓN
23, 23660, Córdoba, SAHAGÚN
23, 23670, Córdoba, SAN ANDRÉS DE SOTAVENTO
23, 23672, Córdoba, SAN ANTERO
23, 23675, Córdoba, SAN BERNARDO DEL VIENTO
23, 23678, Córdoba, SAN CARLOS
23, 23682, Córdoba, SAN JOSÉ DE URÉ
23, 23686, Córdoba, SAN PELAYO
23, 23807, Córdoba, TIERRALTA
23, 23815, Córdoba, TUCHÍN
23, 23855, Córdoba, VALENCIA
25, 25001, Cundinamarca, AGUA DE DIOS
25, 25019, Cundinamarca, ALBÁN
25, 25035, Cundinamarca, ANAPOIMA
25, 25040, Cundinamarca, ANOLAIMA
25, 25053, Cundinamarca, ARBELÁEZ
25, 25086, Cundinamarca, BELTRÁN
25, 25095, Cundinamarca, BITUIMA
25, 25099, Cundinamarca, BOJACÁ
25, 25120, Cundinamarca, CABRERA
25, 25123, Cundinamarca, CACHIPAY
25, 25126, Cundinamarca, CAJICÁ
25, 25148, Cundinamarca, CAPARRAPÍ
25, 25151, Cundinamarca, CÁQUEZA
25, 25154, Cundinamarca, CARMEN DE CARUPA
25, 25168, Cundinamarca, CHAGUANÍ
25, 25175, Cundinamarca, CHÍA
25, 25178, Cundinamarca, CHIPAQUE
25, 25181, Cundinamarca, CHOACHÍ
25, 25183, Cundinamarca, CHOCONTÁ
25, 25200, Cundinamarca, COGUA
25, 25214, Cundinamarca, COTA
25, 25224, Cundinamarca, CUCUNUBÁ
25, 25245, Cundinamarca, EL COLEGIO
25, 25258, Cundinamarca, EL PEÑÓN
25, 25260, Cundinamarca, EL ROSAL
25, 25269, Cundinamarca, FACATATIVÁ
25, 25279, Cundinamarca, FÓMEQUE
25, 25281, Cundinamarca, FOSCA
25, 25286, Cundinamarca, FUNZA
25, 25288, Cundinamarca, FÚQUENE
25, 25290, Cundinamarca, FUSAGASUGÁ
25, 25293, Cundinamarca, GACHALÁ
25, 25295, Cundinamarca, GACHANCIPÁ
25, 25297, Cundinamarca, GACHETÁ
25, 25299, Cundinamarca, GAMA
25, 25307, Cundinamarca, GIRARDOT
25, 25312, Cundinamarca, GRANADA
25, 25317, Cundinamarca, GUACHETÁ
25, 25320, Cundinamarca, GUADUAS
25, 25322, Cundinamarca, GUASCA
25, 25324, Cundinamarca, GUATAQUÍ
25, 25326, Cundinamarca, GUATAVITA
25, 25328, Cundinamarca, GUAYABAL DE SÍQUIMA
25, 25335, Cundinamarca, GUAYABETAL
25, 25339, Cundinamarca, GUTIÉRREZ
25, 25368, Cundinamarca, JERUSALÉN
25, 25372, Cundinamarca, JUNÍN
25, 25377, Cundinamarca, LA CALERA
25, 25386, Cundinamarca, LA MESA
25, 25394, Cundinamarca, LA PALMA
25, 25398, Cundinamarca, LA PEÑA
25, 25402, Cundinamarca, LA VEGA
25, 25407, Cundinamarca, LENGUAZAQUE
25, 25426, Cundinamarca, MACHETÁ
25, 25430, Cundinamarca, MADRID
25, 25436, Cundinamarca, MANTA
25, 25438, Cundinamarca, MEDINA
25, 25473, Cundinamarca, MOSQUERA
25, 25483, Cundinamarca, NARIÑO
25, 25486, Cundinamarca, NEMOCÓN
25, 25488, Cundinamarca, NILO
25, 25489, Cundinamarca, NIMAIMA
25, 25491, Cundinamarca, NOCAIMA
25, 25506, Cundinamarca, VENECIA
25, 25513, Cundinamarca, PACHO
25, 25518, Cundinamarca, PAIME
25, 25524, Cundinamarca, PANDI
25, 25530, Cundinamarca, PARATEBUENO
25, 25535, Cundinamarca, PASCA
25, 25572, Cundinamarca, PUERTO SALGAR
25, 25580, Cundinamarca, PULÍ
25, 25592, Cundinamarca, QUEBRADANEGRA
25, 25594, Cundinamarca, QUETAME
25, 25596, Cundinamarca, QUIPILE
25, 25599, Cundinamarca, APULO
25, 25612, Cundinamarca, RICAURTE
25, 25645, Cundinamarca, SAN ANTONIO DEL TEQUENDAMA
25, 25649, Cundinamarca, SAN BERNARDO
25, 25653, Cundinamarca, SAN CAYETANO
25, 25658, Cundinamarca, SAN FRANCISCO
25, 25662, Cundinamarca, SAN JUAN DE RIOSECO
25, 25718, Cundinamarca, SASAIMA
25, 25736, Cundinamarca, SESQUILÉ
25, 25740, Cundinamarca, SIBATÉ
25, 25743, Cundinamarca, SILVANIA
25, 25745, Cundinamarca, SIMIJACA
25, 25754, Cundinamarca, SOACHA
25, 25758, Cundinamarca, SOPÓ
25, 25769, Cundinamarca, SUBACHOQUE
25, 25772, Cundinamarca, SUESCA
25, 25777, Cundinamarca, SUPATÁ
25, 25779, Cundinamarca, SUSA
25, 25781, Cundinamarca, SUTATAUSA
25, 25785, Cundinamarca, TABIO
25, 25793, Cundinamarca, TAUSA
25, 25797, Cundinamarca, TENA
25, 25799, Cundinamarca, TENJO
25, 25805, Cundinamarca, TIBACUY
25, 25807, Cundinamarca, TIBIRITA
25, 25815, Cundinamarca, TOCAIMA
25, 25817, Cundinamarca, TOCANCIPÁ
25, 25823, Cundinamarca, TOPAIPÍ
25, 25839, Cundinamarca, UBALÁ
25, 25841, Cundinamarca, UBAQUE
25, 25843, Cundinamarca, VILLA DE SAN DIEGO DE UBATÉ
25, 25845, Cundinamarca, UNE
25, 25851, Cundinamarca, ÚTICA
25, 25862, Cundinamarca, VERGARA
25, 25867, Cundinamarca, VIANÍ
25, 25871, Cundinamarca, VILLAGÓMEZ
25, 25873, Cundinamarca, VILLAPINZÓN
25, 25875, Cundinamarca, VILLETA
25, 25878, Cundinamarca, VIOTÁ
25, 25885, Cundinamarca, YACOPÍ
25, 25898, Cundinamarca, ZIPACÓN
25, 25899, Cundinamarca, ZIPAQUIRÁ
94, 94001, Guainía, INÍRIDA
94, 94343, Guainía, BARRANCOMINAS
94, 94663, Guainía, MAPIRIPANA
94, 94883, Guainía, SAN FELIPE
94, 94884, Guainía, PUERTO COLOMBIA
94, 94885, Guainía, LA GUADALUPE
94, 94886, Guainía, CACAHUAL
94, 94887, Guainía, PANA PANA
94, 94888, Guainía, MORICHAL NUEVO
95, 95001, Guaviare, SAN JOSÉ DEL GUAVIARE
95, 95015, Guaviare, CALAMAR
95, 95025, Guaviare, EL RETORNO
95, 95200, Guaviare, MIRAFLORES
41, 41001, Huila, NEIVA
41, 41006, Huila, ACEVEDO
41, 41013, Huila, AGRADO
41, 41016, Huila, AIPE
